date,avg_temperature,humidity,avg_wind_speed,rain_or_not,cloud_cover,pressure
3/5/2023,0.350159431,0.276918022,0.245945549,0,0.614996671,1035.061606
3/6/2023,0.286511409,0.230389697,0.148630521,0,0.304518592,1006.122279
3/7/2023,0.391938519,0.281501651,0.183505623,0,0.623715537,1002.339091
3/8/2023,0.165953615,0.135225828,0.243394864,0,0.526387101,961.4768872
3/9/2023,0.471914515,0.233244607,0.186313239,1,0.424934873,1036.013969
3/10/2023,0.083907001,0.110029612,0.039221145,1,0.128116135,1022.28143
3/11/2023,0.516448219,0.177502643,0.151588587,1,0.887709766,956.7668362
3/12/2023,0.386122384,0.060746628,0.159656964,0,0.448752146,1020.78351
3/13/2023,0.548082,0.417356413,0.132360103,0,0.497553469,1004.353822
3/14/2023,0,0.198800511,0.194057815,1,0.366325367,958.1725346
3/15/2023,0.343070519,0.107442061,0.246541855,1,0.412922733,995.8300642
3/16/2023,0.268863368,0,0.244208719,0,0.828354341,998.4696287
3/17/2023,0.260950194,0,0.118322736,0,0.733971108,966.577454
3/18/2023,0.264062761,0.062171164,0.02879953,0,0.769836312,1044.569815
3/19/2023,0,0,0.259926313,0,0.007851242,1034.997537
3/20/2023,0.024724367,0,0.221225946,0,0.414956887,1016.902234
3/21/2023,0,0,0.03182905,0,0.480466119,996.2295561
3/22/2023,0.248539011,0,0.242955338,0,0.0160522,991.1765542
3/23/2023,0.116145801,0,0.229445893,1,0.257850873,1015.097347
3/24/2023,0,0,0.136354242,1,0.760777116,1004.543187
3/25/2023,0,0.01407908,0.155562775,1,0.134546786,956.2273106
3/26/2023,0,0,0.104576982,1,0.534696241,1001.250265
3/27/2023,0,0,0.013293087,0,0.213021182,1030.640362
3/28/2023,0.125729289,0,0.087657411,1,0.008946085,995.9239878
3/29/2023,0.074934566,0,0.211667833,0,0.239148025,955.1956578
3/30/2023,0.196345424,0,0,0,0.977416244,1028.62782
3/31/2023,0,0,0.087207127,1,0.802226294,970.1363782
4/1/2023,0,0,0.104355824,0,0.961039365,975.8620835
4/2/2023,0.107307626,0,0.141275226,1,0.487007875,966.4706353
4/3/2023,0.133131576,0,0.242693805,1,0.107039297,983.0215065
4/4/2023,0.036794429,0,0.090613774,1,0.547407512,1025.675151
4/5/2023,0.14640979,0,0.09077479,1,0.453367311,1001.938586
4/6/2023,0.013934885,0,0.194338107,0,0.845255851,970.4881274
4/7/2023,0.035838157,0,0.118688297,0,0.095328639,1037.783008
4/8/2023,0,0,0.05833114,0,0.487396863,1037.958185
4/9/2023,0,0,0.118747053,0,0.147549076,1037.057843
4/10/2023,0,0,0.036123373,0,0.323031068,973.8796211
4/11/2023,0,0,0.045545008,1,0.737732124,995.1239344
4/12/2023,0.148869922,0,0.130926048,1,0.475114028,1048.498966
4/13/2023,0.002669494,0.034753022,0.109859983,0,0.374494089,1027.201248
4/14/2023,0.115712365,0.008998944,0.241365357,0,0.393173064,952.7167421
4/15/2023,0.332210824,0.002818127,0.094869267,0,0.458461557,956.5204591
4/16/2023,0.021092724,0,0.152728834,0,0.785624864,996.3931377
4/17/2023,0.120626159,0,0.166431967,1,0.893217064,1040.922021
4/18/2023,0.313115374,0,0.00224402,0,0.956776645,1003.87018
4/19/2023,0.070506457,0.010840604,0.174724786,0,0.787520942,999.7812508
4/20/2023,0.016170438,0.09915352,0.045982275,0,0.313716668,960.54737
4/21/2023,0.144875727,0.089137722,0.253622886,0,0.688268829,1015.67801
4/22/2023,0.548082,0.417356413,0.132360103,1,0.497553469,1032.210316
4/23/2023,0.511480505,0.169433961,0.108719381,0,0.252683115,988.0420008
4/24/2023,0.474876215,0.158678573,0.021404248,0,0.841753287,1027.561185
4/25/2023,0.548082,0.417356413,0.132360103,1,0.497553469,1046.447665
4/26/2023,0.556320773,0.237776034,0.131940933,1,0.902941734,970.3766459
4/27/2023,0.547880193,0.193382305,0.156652531,0,0.460502193,1002.332963
4/28/2023,0.265067797,0.410113351,0.016558666,0,0.637086303,978.7137958
4/29/2023,0.644015268,0.381103397,0.197641973,1,0.659347175,1029.285442
4/30/2023,0.493503143,0.458506004,0.054433282,1,0.896264962,1007.759337
5/1/2023,0.653720078,0.324089005,0.236912653,0,0.636551905,1013.458242
5/2/2023,0.724213628,0.440860405,0.053169474,1,0.613704524,1029.791416
5/3/2023,0.461265969,0.264526777,0.049337195,1,0.063744259,989.5970473
5/4/2023,0.383243195,0.476884434,0.00846374,1,0.517711402,1041.509007
5/5/2023,0.467923427,0.424145516,0.123951743,1,0.147670001,1003.302887
5/6/2023,0.548082,0.417356413,0.132360103,1,0.497553469,965.7954823
5/7/2023,0.81351588,0.573891864,0.016195951,1,0.511495023,1019.589912
5/8/2023,0.859549267,0.361673031,0.204421724,0,0.680323201,1029.326135
5/9/2023,0.456844387,0.377309445,0.11897227,1,0.038642857,981.6761677
5/10/2023,0.732368901,0.590534955,0.137826546,1,0.081973023,1035.717926
5/11/2023,0.708705502,0.630945626,0.115650673,1,0.716595484,1040.614325
5/12/2023,0.633373423,0.686529836,0.105043783,1,0.069203144,977.6904487
5/13/2023,0.60382531,0.689056211,0.147173957,1,0.068371485,1048.352147
5/14/2023,0.733467781,0.771048414,0.039937435,1,0.008933726,964.0711528
5/15/2023,1,0.726252216,0.047014377,0,0.957949067,970.2015668
5/16/2023,0.765154857,0.67586177,0.227295133,1,0.737884147,968.4224839
5/17/2023,0.880967724,0.698771487,0.249657242,1,0.351746415,1039.398971
5/18/2023,0.99008246,0.698387882,0.097763755,0,0.294752986,1015.429255
5/19/2023,0.836323299,0.762464958,0.070566244,1,0.348180869,965.2104283
5/20/2023,1,0.661223128,0.169543855,0,0.775211129,994.0323418
5/21/2023,0.548082,0.417356413,0.132360103,1,0.497553469,1011.529803
5/22/2023,0.82139441,0.77163547,0.005503516,0,0.182868009,958.3464085
5/23/2023,0.955396982,0.813075659,0.040179367,1,0.171727514,1038.241637
5/24/2023,0.867229368,0.823350466,0.188629164,1,0.095643241,1030.360354
5/25/2023,0.867948506,0.604506208,0.173501423,0,0.660300617,1000.520677
5/26/2023,0.751406387,0.741188428,0.005956868,1,0.764879939,1046.712662
5/27/2023,1,0.813354745,0.057633026,0,0.263109707,991.7760979
5/28/2023,0.995183682,0.822553757,0.060046811,1,0.017813462,1048.411032
5/29/2023,0.773000324,0.852210057,0.176940416,1,0.079339849,1016.792
5/30/2023,0.888638,0.857843791,0.003998435,1,0.9693633,1013.467127
5/31/2023,1,0.95968611,0.02637863,1,0.293656844,966.5954895
6/1/2023,0.869095713,0.858686308,0.21088892,1,0.769754166,1038.192776
6/2/2023,0.819708384,0.804508972,0.046117168,1,0.624487027,992.7489688
6/3/2023,0.988570551,0.693917214,0.17186322,1,0.380575063,966.2233406
6/4/2023,1,0.708357957,0.061931666,0,0.203460002,951.260752
6/5/2023,0.853990549,0.860920564,0.025141011,0,0.11874654,1005.975568
6/6/2023,1,0.897232159,0.06325473,1,0.61478919,1002.739962
6/7/2023,1,0.92857113,0.190298358,1,0.775191282,1021.935362
6/8/2023,0.825591501,0.721114972,0.225680446,1,0.643821887,1039.025805
6/9/2023,1,0.753514559,0.218924705,1,0.52966373,957.9406585
6/10/2023,0.866904269,0.786540509,0.104094584,1,0.038922542,1023.149649
6/11/2023,0.9854882,0.923285194,0.175930736,1,0.96999512,968.7411944
6/12/2023,0.971273353,0.74741362,0.05312828,1,0.799389557,1035.817705
6/13/2023,0.906460323,0.851178219,0.07650696,0,0.291021266,1031.906351
6/14/2023,0.666717298,0.719070155,0.236456958,1,0.981532869,1004.079375
6/15/2023,1,0.78299049,0.221619344,1,0.601593539,1021.02428
6/16/2023,0.744955336,0.753446957,0.021446374,1,0.582039364,981.4350113
6/17/2023,0.657919451,0.661834207,0.053897805,1,0.748500677,997.1167899
6/18/2023,0.564280197,0.542194022,0.005807366,1,0.812509055,1032.16369
6/19/2023,0.817765989,0.583228314,0.046883727,1,0.656457787,995.9265197
6/20/2023,0.838782181,0.707420431,0.153379363,1,0.125488707,985.7798265
6/21/2023,0.485289165,0.633480681,0.11052268,1,0.336689172,999.4212447
6/22/2023,0.709414851,0.500564128,0.235485331,0,0.929392216,1032.824925
6/23/2023,0.542431863,0.483991588,0.215536757,0,0.222480998,983.5208047
6/24/2023,0.727094893,0.343602405,0.089412894,0,0.370754614,967.3761593
6/25/2023,0.466592737,0.583104422,0.067564142,1,0.430957708,1021.201402
6/26/2023,0.699424715,0.511127809,0.099456387,1,0.438321682,1032.597821
6/27/2023,0.521584906,0.400127414,0.155302774,1,0.612705656,960.0637479
6/28/2023,0.770629226,0.402275433,0.069855303,1,0.944457794,973.9874113
6/29/2023,0.34492845,0.178595826,0.164279976,1,0.238636789,964.197199
6/30/2023,0.420533175,0.292773792,0.107337168,1,0.11886206,984.7941412
7/1/2023,0.280568783,0.418369159,0.145160449,1,0.195203012,995.0350979
7/2/2023,0.660082578,0.362864716,0.114421267,1,0.888032021,1024.882634
7/3/2023,0.610452444,0.282674481,0.076856468,0,0.645737778,1015.114758
7/4/2023,0.275014969,0.228150966,0.250277179,0,0.284072171,1012.092857
7/5/2023,0.450582501,0.27029093,0.201260363,0,0.816706651,985.2374947
7/6/2023,0.504102603,0.155376077,0.035926124,0,0.862352036,1034.144755
7/7/2023,0.348416431,0.015424925,0.229067122,1,0.847423666,997.1287167
7/8/2023,0.311456968,0.129448417,0.128025949,0,0.920190289,1047.910494
7/9/2023,0.143930896,0.139931361,0.235983996,0,0.250241622,1013.414214
7/10/2023,0.046551384,0.176889807,0.21087279,1,0.755503536,962.6264742
7/11/2023,0.426288361,0,0.111527413,1,0.459559635,1017.617756
7/12/2023,0.406316403,0.029198098,0.00472999,0,0.842885777,982.5104015
7/13/2023,0.251890533,0.012397833,0.070018046,1,0.728822327,1018.63272
7/14/2023,0.084949593,0,0.142399198,1,0.777013825,956.9641148
7/15/2023,0.071051397,0.020419382,0.16675387,0,0.656139467,967.4881437
7/16/2023,0.241405427,0.02404159,0.067156901,0,0.175063195,1035.573726
7/17/2023,0.309982149,0,0.03572536,1,0.544460588,972.7179557
7/18/2023,0.289034715,0.100082553,0.220173774,1,0.986255281,1033.704113
7/19/2023,0.220602489,0,0.259809897,1,0.938742183,977.9276088
7/20/2023,0.138003121,0,0.138171249,0,0.040151038,1014.288191
7/21/2023,0,0,0.044296646,0,0.162387501,1019.415057
7/22/2023,0,0,0.07098062,0,0.129139516,1001.265475
7/23/2023,0.232486881,0,0.003648442,0,0.72629927,980.5310677
7/24/2023,0.077686272,0,0.241220282,1,0.81855404,971.2644376
7/25/2023,0,0,0.029996271,0,0.211322402,953.3189355
7/26/2023,0,0,0.151649078,0,0.50509462,980.3946401
7/27/2023,0.087906715,0,0.071444116,0,0.841583911,1015.316279
7/28/2023,0,0,0.145725488,0,0.733154294,1043.830482
7/29/2023,0,0,0.171511673,1,0.54165722,1037.120448
7/30/2023,0.024366894,0,0.218797935,1,0.590003186,1026.606478
7/31/2023,0.096632832,0,0.053509329,0,0.507614749,1028.844734
8/1/2023,0.078719682,0,0.001687518,1,0.295770814,1016.49849
8/2/2023,0,0,0.035070262,1,0.56455353,976.0286858
8/3/2023,0.117015811,0,0.237433549,1,0.689023099,1040.719503
8/4/2023,0,0,0.230504924,1,0.87436346,1017.073231
8/5/2023,0.548082,0.417356413,0.132360103,0,0.497553469,1006.044063
8/6/2023,0.15645549,0,0.158013364,0,0.761612901,961.0989469
8/7/2023,0.118043721,0.07440575,0.175122362,1,0.157621105,994.7055544
8/8/2023,0.229108443,0,0.045275668,0,0.460582594,996.0358271
8/9/2023,0.145793745,0,0.241250283,1,0.006143279,1036.456361
8/10/2023,0.114819018,0,0.109818901,1,0.244652241,1004.664822
8/11/2023,0,0,0.10037021,0,0.726783434,988.0400549
8/12/2023,0.045284921,0,0.136375362,1,0.993430441,1047.680033
8/13/2023,0.011028771,0,0.011225875,0,0.09642952,961.0720593
8/14/2023,0.018441431,0.060498539,0.042865788,0,0.400225451,992.2548428
8/15/2023,0.401939974,0,0.194479278,1,0.800752974,954.2024675
8/16/2023,0.131888667,0.025296675,0.020727788,1,0.20180029,1023.990412
8/17/2023,0.402130652,0.166422991,0.158712164,1,0.554567848,1041.807655
8/18/2023,0.293249796,0,0.063831993,0,0.733425366,978.003733
8/19/2023,0.397405652,0.015791179,0.102002911,1,0.615766432,1035.834168
8/20/2023,0.274323297,0.030959593,0.075325875,1,0.185711023,979.221823
8/21/2023,0.335083621,0.114389585,0.093086981,1,0.353890016,1041.077016
8/22/2023,0.317074872,0.150166785,0.189444224,1,0.78439411,1025.39619
8/23/2023,0.193112997,0.090386283,0.077560759,0,0.553705211,1030.490678
8/24/2023,0.481816535,0.149392699,0.148967679,0,0.002021195,951.8006556
8/25/2023,0.286430336,0.164942074,0.125008054,1,0.761481484,1046.281036
8/26/2023,0.183940751,0.225883664,0.174760264,1,0.032250174,1022.667099
8/27/2023,0.520471917,0.299254329,0.247194907,1,0.74614983,980.4751095
8/28/2023,0.312387362,0.383045699,0.193031023,0,0.200237604,1032.939466
8/29/2023,0.720229292,0.421277583,0.055768378,1,0.959528844,978.1521198
8/30/2023,0.753132267,0.413970833,0.007040673,0,0.366507656,1037.275384
8/31/2023,0.759696427,0.312766388,0.068317399,0,0.325297798,961.258039
9/1/2023,0.513296583,0.411275906,0.156571099,0,0.146382781,1020.368598
9/2/2023,0.361684154,0.635149962,0.012408512,1,0.303866008,1004.069848
9/3/2023,0.843568804,0.547287247,0.130395294,1,0.877707594,959.653447
9/4/2023,0.618600572,0.451133117,0.15703911,0,0.997976973,974.1893828
9/5/2023,0.912511385,0.644353823,0.087404607,0,0.36687824,951.2404036
9/6/2023,0.93517831,0.504362556,0.203197835,0,0.447572382,996.8767965
9/7/2023,0.903499978,0.504628419,0.027038827,1,0.722371166,980.1265261
9/8/2023,0.647224446,0.699644328,0.018696317,0,0.887299332,1009.835748
9/9/2023,0.714868382,0.49651541,0.191868673,0,0.592713029,979.7237808
9/10/2023,0.969460962,0.467744495,0.130163285,0,0.390208041,979.9919112
9/11/2023,0.723121198,0.72643391,0.181318352,1,0.411407441,1024.31932
9/12/2023,0.669311677,0.670206214,0.114076755,0,0.695788898,954.8142836
9/13/2023,0.881954022,0.697500514,0.064111201,1,0,1040.2895
9/14/2023,1,0.674787176,0.215976617,1,0.619387959,1035.226387
9/15/2023,0.986587879,0.702031867,0.210756278,1,0.353998988,1016.780468
9/16/2023,0.939539082,0.699666005,0.182987379,1,0.794850588,1009.322157
9/17/2023,0.717923531,0.70050254,0.070937611,1,0.090211775,1039.23025
9/18/2023,0.990516315,0.734520183,0.155285729,1,0.587847262,968.533018
9/19/2023,1,0.744382325,0.094492718,1,0.480093041,957.8969162
9/20/2023,0.776814737,0.721057414,0.023056922,1,0.642235432,973.951017
9/21/2023,0.97595504,0.75469278,0.242019721,1,0.061937011,1029.457828
9/22/2023,1,0.600298298,0.035052495,0,0.579588556,953.4670267
9/23/2023,1,0.873349763,0.250750262,0,0.560998811,1008.280684
9/24/2023,1,0.85492824,0.117040989,1,0.560170281,1049.543752
9/25/2023,1,0.820101768,0.047864207,0,0.603207477,1035.569609
9/26/2023,0.927006524,0.850371313,0.142469928,1,0.676544956,1002.144569
9/27/2023,0.89611069,0.855446218,0.230254535,1,0.805695077,956.3640909
9/28/2023,1,0.77299985,0.192938952,1,0.267907367,1033.137351
9/29/2023,1,0.788266409,0.21265102,1,0.825853675,1009.897851
9/30/2023,1,0.874620665,0.173464146,1,0.497460425,961.4932997
10/1/2023,1,0.844469461,0.182345682,1,0.074201432,959.3857285
10/2/2023,0.994745,0.992683841,0.223956596,1,0.055603496,1040.962682
10/3/2023,0.983721061,0.951263926,0.064977254,1,0.332640263,1016.920026
10/4/2023,1,0.886612603,0.128554644,1,0.785504712,1032.92868
10/5/2023,1,0.736645637,0.057430772,1,0.707910729,1037.89789
10/6/2023,1,0.743059645,0.260675911,1,0.789240898,1007.177235
10/7/2023,0.548082,0.417356413,0.132360103,1,0.497553469,1001.744635
10/8/2023,1,0.789659148,0.009226685,0,0.439119577,993.042741
10/9/2023,0.838332863,0.524255714,0.185872132,0,0.144940231,981.6946588
10/10/2023,0.842299974,0.699623558,0.244123811,1,0.326565108,993.4595961
10/11/2023,0.685563951,0.696346614,0.046655653,0,0.432909698,1027.387966
10/12/2023,0.910712483,0.577881535,0.149376204,1,0.085800077,1010.192343
10/13/2023,0.621524528,0.75336475,0.241535704,1,0.218457743,1039.252329
10/14/2023,0.817364312,0.572970159,0.007773309,1,0.597919347,994.3380014
10/15/2023,0.835982513,0.670305418,0.18370966,1,0.73602987,1010.708958
10/16/2023,0.687163252,0.859207411,0.077621031,0,1,1013.130755
10/17/2023,0.817736148,0.471402383,0.483703436,1,0.934446525,1009.169716
10/18/2023,0.515250125,0.570954049,0.256271428,1,0.642476279,1020.263377
10/19/2023,0.495669344,0.526373572,0.249166942,1,0.420075875,973.7433468
10/20/2023,0.864668602,0.486537598,0.124521145,1,0.636057178,1001.236378
10/21/2023,0.609279296,0.575871566,0.227363291,0,0.786263047,960.4224803
10/22/2023,0.468038754,0.580035923,0.222724529,1,0.115681383,988.4511328
10/23/2023,0.640531153,0.527046035,0.083388961,1,0.408677191,998.7667069
10/24/2023,0.738952622,0.377010922,0.218578814,1,0.84067876,1015.222426
10/25/2023,0.436127747,0.614371239,0.008585181,0,0.382477642,1045.053105
10/26/2023,0.61370947,0.238077299,0.156887173,1,0.571437337,1010.065107
10/27/2023,0.31884171,0.273448889,0.059764146,1,0.587412237,1024.359392
10/28/2023,0.275840861,0.34747744,0.03074295,0,0.182145174,1000.626606
10/29/2023,0.489509338,0.314614849,0.01917772,1,0.360774421,1013.410403
10/30/2023,0.548082,0.417356413,0.132360103,0,0.497553469,957.0932216
10/31/2023,0.490497718,0.386793942,0.088897823,0,0.023090915,975.4391581
11/1/2023,0.509089821,0.219389911,0.190961251,1,0.021076157,986.1853093
11/2/2023,0.608516517,0.213401266,0.01610253,0,0.832533846,997.2493355
11/3/2023,0.353641677,0.129281832,0.082378611,0,0.271173365,954.5648746
11/4/2023,0.232294262,0.203176735,0.14183095,0,0.517380535,964.0024098
11/5/2023,0.444224776,0.103425136,0.208451193,1,0.296953698,977.6814308
11/6/2023,0.158420876,0.079749998,0.083296688,0,0.942049471,1047.153269
11/7/2023,0.219485711,0.128623596,0.164742034,0,0.257331895,983.1347007
